Reference Handle,Token,Item Name,Customer-facing name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online sale price,Archived,Sellable,Contains alcohol,Stockable,Skip Detail screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Wild Octave Organics,New Quantity Wild Octave Organics,Stock Alert Enabled Wild Octave Organics,Stock Alert Count Wild Octave Organics,Modifier Set - 01 Coffee Type,Modifier Set - 02 Milk,Modifier Set - 03 strength,Modifier Set - 04 Sugar / Sweetener,Modifier Set - 05 Half & Half Hot Drink,Modifier Set - 06 Drink Heat,Modifier Set - Add-Ons,Modifier Set - Decaf,Modifier Set - Fruits - custom,Modifier Set - Fruits - Custom (Custom Juice Only),Modifier Set - iced,Modifier Set - Juice instead of milk,Modifier Set - Mushroom Booster Mod,Modifier Set - on side,Modifier Set - Own Cup,Modifier Set - Smoothie milks,Modifier Set - Super Foods & Mush Add-On,Tax - GST (10%),Tax - GST Free (0%)
#06-soap-bergamot-ylang-round-vrindavan-,UDCUGGUW3OI446JIDINUGJHU,"06 Soap Bergamot & Ylang round, Vrindavan",,,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,214404716584,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,3.10,,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#060-millet-hulled-bulk-,XBHIL4D2KZUZWOI3ZONV5GFZ,060 Millet Hulled Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,11.00,,N,,N,,N,,,5.70,trumps,,26.34,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#061-mung-beans-bulk-,PPHD4GF52YQFNZNZMNFJRHD4,061 Mung Beans Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,11.00,,N,,N,,N,,,2.85,trumps,,22.325,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#062-mixed-nuts-deluxe-raw-bulk-,ONYNMD23T24LYRFPXG32RWVZ,062 Mixed Nuts Deluxe Raw Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,36.75,,N,,N,,N,,,21.00,Absoulutely Wholesale,,0.665,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#063-nuts-pine-bulk-,5IUBKGO6WNIEPLCY7O2DPUKH,063 Nuts Pine Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,77.35,,N,,N,,N,,,44.20,,,-0.31,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#064-oats-bulk-,KM7TFCUWUHTZWVWQM2MU3KAP,064 Oats Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,9.55,,N,,N,,N,,,5.45,trumps,,20.521,,Y,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#065-poppy-seeds-bulk-,YPAN3UXNEIRF5EHZ7TAXBAEW,065 Poppy Seeds Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,24.10,,N,,N,,N,,,13.77,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#066-pepitas-bulk-,3XFG326ZGMA74ER5Y3CJJLBY,066 Pepitas Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,21.70,,N,,N,,N,,,12.40,,,10.105,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#067-psyillium-husk-bulk-,34KTIKROZS4JOGF7L5HNLA7E,067 Psyillium Husk Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,31.20,,N,,N,,N,,,16.20,Absoulutely Wholesale,,4.415,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#068-papaya-spears-bulk-,EG6MWSWJMR6OSU5EMHSGSSQ3,068 Papaya Spears Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,42.45,,N,,N,,N,,,24.25,,,3.676,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#069-peanuts-bulk-,OI4NU7MUL5C6OBSWQCVTZWAA,069 Peanuts Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,14.15,,N,,N,,N,,,7.35,Absoulutely Wholesale,,22.885,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#07-soap-patchouli-lemongrass-round-vrindavan-,FG32ETPBB56H5GWD2NRR3R2J,"07 Soap Patchouli & Lemongrass round, Vrindavan",,,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,215891204974,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,3.10,,,11,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#070-peanut-butter-bulk-,GRWJYRUVPX4KMSCPUPOC3NW3,070 Peanut Butter Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,14.15,,N,,N,,N,,,7.35,,,-49.53,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#071-pistachio-raw-shelled-bulk-,63CFMTHGKQ3H3QUDTF6ZQLMG,071 Pistachio Raw Shelled Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,88.95,,N,,N,,N,,,46.20,Absoulutely Wholesale,,4.621,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#072-pistachio-roasted-salted-bulk-,ZP6CHYIZNGWKIGBVZCWCIFQC,072 Pistachio Roasted Salted Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,43.50,,N,,N,,N,,,22.60,Absoulutely Wholesale,,4.475,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#074-pineapple-dried-bulk-,3ROIJCTM262V3QQ6QUJM7WZY,074 Pineapple Dried Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,74.30,,N,,N,,N,,,42.46,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#075-quinoa-tri-coulor-bulk-,IFA57QGYAEQLR3LZQ44VOTYK,075 Quinoa Tri Coulor Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,15.65,,N,,N,,N,,,8.95,Absoulutely Wholesale,,25.861,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#076-rice-flakes-bulk-,ZHFIK4A6AIOYSCFCOOWPVQQN,076 Rice Flakes Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,23.35,,N,,N,,N,,,13.34,,,5.36,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#077-rice-jasmine-white-bulk-,OYDZKXQT7E5HRHP76I73XNFT,077 Rice Jasmine White Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,10.90,,N,,N,,N,,,5.65,Absoulutely Wholesale,,10.983,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#078-rice-brown-basmati-bulk-,H7FRMPIL26OKK57J6MOYDFQJ,078 Rice Brown Basmati Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,11.90,,N,,N,,N,,,6.80,,,18.225,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#079-rice-medium-grain-brown-bulk-,SDE36AKXQNDZ2U2TEWUNTNLX,079 Rice Medium Grain Brown Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,14.00,,N,,N,,N,,,8.00,Absoulutely Wholesale,,-2.32,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#08-soap-wildflower-round-vrindavan-,BG7O3QWOVXGYMJYCSA5MQBPE,"08 Soap Wildflower round, Vrindavan",,,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,220136617365,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,3.10,,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#080-rice-white-basmati-bulk-,4DUZ2LOMGRIXNG65XVK6T7HA,080 Rice White Basmati Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,11.45,,N,,N,,N,,,6.55,,,9.405,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#081-rice-white-medium-grain-bulk-,TQFPMCDK6JGDQXBAJV5WUXBA,081 Rice White Medium  Grain Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,9.20,,N,,N,,N,,,5.26,Absoulutely Wholesale,,28.985,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#082-rice-bio-dynamics-bulk-,CK5ARU4IPQOBO3WPNUAFHQOO,082 Rice Bio Dynamics Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,11.80,,N,,N,,N,,,6.75,,,5.485,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#083-raspberry-bulk-,CCPNJ4WNTOIRCZ7DQ46PUZBI,083 Raspberry Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,103.80,,N,,N,,N,,,59.32,Herbal Connection,,0.46,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#084-sesame-squares-bulk-,2EI2UEN3NJXTIX2J4R236QN3,084 Sesame Squares Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,33.00,,N,,N,,N,,,18.20,Absoulutely Wholesale,,4.915,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#085-sultanas-bulk-,7FJ4D26HQ7SQWSDJMI2BW3E4,085 Sultanas Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,23.10,,N,,N,,N,,,13.20,Absoulutely Wholesale,,20.24,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#086-sunflower-kernels-bulk-,636EBTPX52KYWVHVOX7I2AID,086 Sunflower Kernels Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,25.20,,N,,N,,N,,,14.35,Absoulutely Wholesale,,19.195,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#087-sesame-seeds-hulled-bulk-,LHNGOCL7TBH3ZSAI24UBWJOS,087 Sesame Seeds Hulled Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,17.70,,N,,N,,N,,,10.11,Absoulutely Wholesale,,1.97,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#088-slippery-elm-powder-bulk-,CM6XUVNOSOH5GMA5QRXGCBJG,088 Slippery Elm Powder Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,308.35,,N,,N,,N,,,176.20,Austral Herbs,,0.73,,Y,500,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#089-walnuts-bulk-,U4OOYQPTYA62ETSAXDC7XJRF,089 Walnuts Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,54.60,,N,,N,,N,,,31.20,Absoulutely Wholesale,,0.46,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#09-soap-rosewood-round-vrindavan-,H7NY5G3IF2EKBQ2ASJPQRFJC,"09 Soap Rosewood round, Vrindavan",,,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,212875639869,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,3.10,,,-14,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#090-yeast-nutritional-bulk-,BPQVYQFZGEO5UDK3GPXZQLZ3,090 Yeast Nutritional Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,95.55,,N,,N,,N,,,54.60,Herbal Connection,,1.91,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#091-unpitted-prunes-bulk-,TYPVEC5MBX2WKBK2ABVZNDIM,091 Unpitted Prunes Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,19.95,,N,,N,,N,,,11.40,,,-1.225,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#092-peanuts-roasted-and-salted-bulk-,VWO2GKDRA7J6WRIG7U3BNL5D,092 Peanuts Roasted And Salted Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,20.40,,N,,N,,N,,,10.60,Absoulutely Wholesale,,4.07,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#093-pecans-raw-bulk-,YOZECAK7H3UGVU5UYJFPBISJ,093 Pecans Raw Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,55.15,,N,,N,,N,,,31.50,,,3.645,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#094-carob-banana-bulk-,QMYLW2VR7FAKJDZR2SSQNLYA,094 Carob Banana Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,47.64,,N,,N,,N,,,24.75,,,1.47,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#095-andrographis-powder-bulk-,GJF22FI77FL5NENRC6IHB3RI,095 Andrographis Powder Bulk,,,carton 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,49.60,,N,,N,,N,,,28.34,,,0.055,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#096-astragalus-powder-organic-bulk-,4KWMZAZAYG42U4NR7JOHIE35,096 Astragalus Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,65.20,,N,,N,,N,,,37.26,,,0.15,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#097-lion-s-main-mushroom-powder-bulk-,LARCPCQR67Q24P5S3K6YJHDR,097 Lion's Main Mushroom Powder Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,182.35,,N,,N,,N,,,104.20,,,0.525,,Y,500,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#098-chaga-mushroom-powder-organic-bulk-,RHSXYYBXWLOBU5YYJFGYUI5V,098 Chaga Mushroom Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,167.80,,N,,N,,N,,,95.89,Austral Herbs,,0.625,,Y,500,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#099-brewer-s-yeast-bulk-,3DBJQLICZNU6SAP3IB64HM2Q,099 Brewer'S Yeast Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,69.40,,N,,N,,N,,,39.66,Herbal Connection,,0.815,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#10-soap-lavender-round-vrindavan-,6QSGKI4YSZSXYO7ETLMEIHHS,"10 Soap Lavender round, Vrindavan",,,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,219295949585,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,3.10,,,-13,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#100-reishi-mushroom-powder-bulk-,4ASGXG5JK33LTBGFR3ECMAHT,100 Reishi Mushroom Powder Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,143.45,,N,,N,,N,,,81.97,,,-0.23,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#100-tabs-kidz-be-calm-martin-pleasance-,3QOWHMHMZ6PADRJ72RGRYOHN,"100 Tabs Kidz Be Calm, Martin & Pleasance",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9324294001392,visible,Physical good,,,,Y,N,N,N,13.65,,N,,N,,N,,,7.53,Martin & Pleasance Wholesale,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#100-tabs-kidz-cold-cough-relief-martin-pleasance-,AESQJYMDZ6KUGEBYO7FY3CEW,"100 Tabs Kidz Cold & Cough Relief, Martin & Pleasance",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9324294001385,visible,Physical good,,,,Y,N,N,N,13.65,,N,,N,,N,,,7.52,Martin & Pleasance Wholesale,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#100-tabs-kidz-strong-bones-teeth-martin-pleasance-,MUA3LCDESSYVNX453JWHJYNX,"100 Tabs Kidz Strong Bones & Teeth, Martin & Pleasance",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9324294001354,visible,Physical good,,,,Y,N,N,N,13.10,,N,,N,,N,,,7.22,Martin & Pleasance Wholesale,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#100-v-v-infused-oil-30ml-springfields-lavender-,Z5FKZBZECMOUJXPGFK2DGRIK,"100% v/v Infused Oil 30ml, Springfields Lavender",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,655754013266,visible,Physical good,,,,Y,N,N,N,48.40,,N,,N,,N,,,26.67,,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#101-cloves-powder-organic-bulk-,HJF7F2EP47US76WJODYGZPAJ,101 Cloves Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,139.50,,N,,N,,N,,,79.71,,,0.235,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#102-guarana-bulk-,34MYWZXQ3J3PTJF2DHMXDGTE,102 Guarana Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,150.75,,N,,N,,N,,,86.14,,,0.06,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#103-turkey-tail-organic-bulk-,V62K3NL6Q2UJRT54VZJ5TBK3,103 Turkey Tail Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,114.85,,N,,N,,N,,,65.63,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#104-shata-vari-asparagus-organic-bulk-,6VHYSNQ53FD5G4B4PX2BMWOE,104 Shata Vari  (Asparagus) Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,77.10,,N,,N,,N,,,44.06,,,0.02,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#105-dulse-flakes-organic-bulk-,CRPUQDAUE77N53TXIZAGONWJ,105 Dulse Flakes Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,295.35,,N,,N,,N,,,168.77,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#106-dulse-powder-organic-bulk-,KCZDKJBMXCR3PIYT2LDGPMUW,106 Dulse Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,292.25,,N,,N,,N,,,167.00,,,1.015,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#107-cordyceps-mushroom-powder-organic-bulk-,WDICWPIW2YQLXXFXH4FTTUVA,107 Cordyceps Mushroom Powder Organic Bulk,,,carton 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,151.95,,N,,N,,N,,,86.83,,,0.125,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#108-carob-powder-raw-organic-bulk-,PJ46TOMY3PY4AVQC7VIF54M3,108 Carob Powder Raw Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,20.55,,N,,N,,N,,,11.74,,,0.085,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#109-galangal-root-powder-bulk-,6BNK2GF4BRQPIEY6HADN7ZTP,109 Galangal Root Powder Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,57.00,,N,,N,,N,,,32.57,,,1.75,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#11-soap-spearmint-green-clay-round-vrindavan-,PLC2JTB76CUOB63EKBUJPCJX,"11 Soap Spearmint & Green Clay round, Vrindavan",,,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,211384388626,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,3.10,,,14,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#110-ginger-powder-organic-bulk-,W33XR53MYGQDYN6GSRY5NPHQ,110 Ginger Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,49.85,,N,,N,,N,,,28.49,,,-0.005,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#111-hemp-protein-powder-organic-60-bulk-,EH7TTOH7E2MZOZEWWSYUOFDK,111 Hemp Protein Powder Organic 60% Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,64.45,,N,,N,,N,,,36.83,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#112-ashwagandha-powder-organic-bulk-,GEB6R26RU6WDTDGTT3UH3DYZ,112 Ashwagandha Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,N,N,N,64.55,,N,,N,,N,,,36.90,,,0.715,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#113-irish-moss-organic-bulk-,VCEOT4WVCVH47UHP2Y46KWFL,113 Irish Moss Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,311.50,,N,,N,,N,,,178.00,,,0.51,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#114-marshmallow-root-powder-organic-bulk-,DNG6AGVUSHPET7SXF373TVXB,114 Marshmallow Root Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,87.35,,N,,N,,N,,,49.91,,,0.04,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#115-maitake-mushroom-powder-organic-bulk-,TFVOHNUTXXDFZZAQPMHPHGJ3,115 Maitake Mushroom Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,125.05,,N,,N,,N,,,71.46,,,0.04,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#116-mesquite-powder-organic-bulk-,NZGW7MQYLBUS7LA7HBRX5LOC,116 Mesquite Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,58.65,,N,,N,,N,,,33.51,,,0.4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#117-siberian-ginseng-organic-bulk-,C3C62RQSSN344E3TIP7FACLA,117 Siberian Ginseng Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,64.30,,N,,N,,N,,,36.74,,,-0.305,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#118-triculus-seed-powder-organic-bulk-,OJB6JNNBAOPLDGPN7UB6SWX5,118 Triculus Seed Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,52.35,,N,,N,,N,,,29.91,,,0.305,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#119-triphala-powder-organic-bulk-,3FJMU7YMLXDURSX2K4ZPD2RA,119 Triphala Powder Organic Bulk,,,Litre 1.000,,,Shop > Bulk,Shop > Bulk,,,,,visible,Physical good,,,,Y,,,,54.75,,N,,N,,N,,,31.29,,,-0.07,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
